session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
527,2,15,15,15,393,67,305,133,123,5,0031
528,197,193,133,133,5,3560,548,548,674,674,0031
529,227,709,112,217,393,3,55,55,55,55,0031
530,55,55,123,197,55,5,3414,3382,246,227,0031
531,227,602,601,395,550,395,538,538,55,55,0031
532,123,197,245,193,173,106,259,112,173,3413,0031
533,3402,1245,1245,1010,674,674,2606,366,2606,550,0031
534,395,1382,55,1260,1260,2618,2586,22,1260,1260,0031
535,22,1260,130,44,186,2586,130,1260,18,2,0031
536,53,17,107,15,53,218,1260,2618,107,3677,0031
537,5,238,88,13,3,38,9,20,85,6,0031
538,10,52,238,9,54,62,2,142,54,62,0031
539,86,62,54,86,62,3,9,2,37,24,0031
540,2,2635,1809,2,1809,1809,1809,3,9,2,0031
541,106,311,3662,367,311,1374,311,2099,367,98,0031
542,1075,811,2595,1798,80,367,52,80,367,311,0031
543,772,811,861,577,861,1075,2099,367,311,861,0031
544,577,367,311,861,367,577,311,3635,1793,811,0031
545,811,861,367,367,811,15,52,577,811,311,0031
546,811,367,811,311,811,5,5,311,811,1159,0031
547,1159,311,2099,1015,811,811,37,24,24,577,0031
548,1255,1796,3657,3655,3617,367,3670,3675,3319,3309,0031
549,2625,3633,2580,367,1796,2109,3340,811,3619,3314,0031
550,2587,3305,3322,367,1796,3312,2603,3344,2623,1159,0031
551,3671,3632,900,2596,3323,3660,3621,3311,3616,3647,0031
552,465,3324,2109,3334,2587,3343,3321,3313,2603,2623,0031
553,367,80,3307,1796,2580,3618,2625,3320,112,709,0031
554,80,52,2596,2109,3645,367,3341,3327,3650,2,0031
555,367,3676,72,15,3652,3634,3661,15,15,15,0031
556,15,3651,3318,2,3,30,33,10,6,9,0031
557,9,37,24,24,24,24,24,9,2,2,0031
558,3665,3664,1160,1559,375,1812,17,676,18,44,0031
559,1559,1553,1160,1812,119,1553,1160,860,1160,208,0031
560,1553,31,853,2575,1559,1812,1800,1160,208,1553,0031
561,608,1800,853,812,244,208,735,296,80,208,0031
562,589,2,589,1160,1812,2098,1561,646,513,342,0031
563,1808,1800,589,812,1160,1559,1553,18,2575,17,0031
564,208,1559,1160,1800,735,208,55,133,305,55,0031
565,55,197,123,200,203,128,293,200,123,197,0031
566,55,3513,3539,217,2102,258,217,211,2102,3,0031
567,258,863,1080,258,2097,1080,709,88,9,473,0031
568,2,55,55,55,106,197,123,200,237,173,0031
569,55,3508,212,212,227,3580,602,856,856,55,0031
570,55,197,123,200,55,55,55,55,200,123,0031
571,197,464,87,3433,3558,1079,1388,1781,350,643,0031
572,1010,1388,350,87,53,4,393,5,1382,43,0031
573,174,2,6,3,238,6,2,3,238,88,0031
574,13,38,3,6,238,13,88,38,2,2,0031
575,88,2,88,88,2,88,2,2,2,40,0031
576,40,40,2,2,88,78,536,6,536,6,0031
577,6,78,75,75,238,75,75,2,238,13,0031
578,3,88,238,238,3,10,21,27,3,6,0031
579,9,2,27,10,21,38,13,78,9,2,0031
580,6,9,77,13,38,78,19,6,19,38,0031
581,23,1,10,7,9,6,23,13,7,7,0031
582,38,15,78,15,19,23,13,3,19,1,0031
583,15,19,13,238,19,77,38,19,3,10,0031
584,238,9,9,9,238,13,6,3,88,9,0031
585,69,69,160,69,39,80,67,85,52,2,0031
586,15,72,15,15,15,2,30,10,33,2,0031
587,3,13,238,88,38,416,903,22,6,416,0031
588,5,13,710,211,775,416,1073,87,214,416,0031
589,214,416,87,87,44,18,775,22,1073,3,0031
590,17,1073,52,775,15,107,5,107,24,37,0031
591,1560,5,24,416,3347,2589,2589,9,46,20,0031
592,87,87,517,376,607,385,187,385,22,376,0031
593,607,187,5,776,517,187,385,607,605,645,0031
594,87,31,776,605,857,214,943,237,3358,548,0031
595,548,856,856,1072,607,187,385,376,2128,5,0031
596,211,187,605,80,517,645,173,18,17,15,0031
597,173,517,645,857,5,173,22,376,187,943,0031
598,3363,1781,776,20,46,87,187,184,149,184,0031
599,187,184,38,19,13,3,2,1813,3669,18,0031
600,17,2,3668,1813,1813,5,22,184,1813,20,0031
601,184,187,184,184,187,184,9,2,184,187,0031
602,6,10,184,376,385,187,376,184,187,184,0031
603,238,184,187,184,2,326,945,3333,2630,3686,0031
604,1012,1012,455,2636,421,326,375,945,244,853,0031
605,85,73,87,733,214,574,31,3623,17,106,0031
606,1012,73,18,2133,22,734,2088,812,2117,646,0031
607,259,237,112,296,80,184,187,607,385,517,0031
608,376,5,376,385,187,607,605,776,776,607,0031
609,385,590,376,385,605,5,857,945,943,187,0031
610,517,376,385,645,87,3364,943,258,258,3356,0031
611,258,258,3315,1373,326,326,1072,326,87,184,0031
612,20,187,590,184,187,426,359,2,74,359,0031
613,426,359,426,710,1156,31,73,902,17,73,0031
614,359,18,5,3348,3679,395,550,395,1259,1154,0031
615,504,902,74,504,184,504,74,74,504,74,0031
616,184,74,187,74,3,184,504,74,74,10,0031
617,74,6,184,74,187,9,74,2,184,74,0031
618,187,74,74,184,74,74,184,74,187,74,0031
619,74,184,74,187,74,184,74,187,74,74,0031
620,184,74,187,74,184,74,74,74,184,74,0031
621,187,74,184,74,74,74,187,184,517,385,0031
622,187,607,385,607,776,605,187,376,5,385,0031
623,776,605,376,517,376,857,385,74,187,645,0031
624,943,3359,1010,1373,217,1072,74,184,74,20,0031
625,74,187,74,238,13,88,3,74,184,74,0031
626,74,184,74,74,74,187,74,74,74,74,0031
627,184,74,74,74,184,74,74,74,74,187,0031
628,74,74,6,74,184,74,184,74,74,187,0031
629,74,74,184,74,184,74,74,187,74,74,0031
630,184,74,184,9,74,74,187,74,74,184,0031
631,74,184,74,74,187,74,74,184,74,184,0031
632,74,74,238,187,74,74,184,184,187,385,0031
633,517,607,376,426,359,187,74,605,385,426,0031
634,359,376,5,73,359,710,1156,385,1564,902,0031
635,3685,504,385,376,776,170,901,607,80,902,0031
636,73,376,776,74,385,44,385,5,605,18,0031
637,17,170,187,857,170,385,376,517,3351,504,0031
638,645,227,943,645,170,548,227,3357,643,1072,0031
639,1373,1072,74,184,504,74,20,504,74,187,0031
640,74,74,184,74,184,504,74,74,187,74,0031
641,74,184,184,74,74,74,187,74,9,74,0031
642,6,184,74,184,74,74,74,187,74,74,0031
643,184,74,184,74,74,74,187,74,74,184,0031
644,74,184,74,74,74,74,74,187,74,74,0031
645,184,74,74,184,24,37,24,74,74,74,0031
646,74,187,74,184,74,184,74,74,74,187,0031
647,74,184,187,385,517,607,5,385,376,187,0031
648,22,605,607,605,74,385,376,776,857,187,0031
649,385,517,376,645,296,194,943,184,3361,350,0031
650,258,1072,1373,1072,1373,74,74,20,74,187,0031
651,74,74,184,184,74,74,13,88,9,238,0031
652,3,74,187,74,74,184,184,74,74,74,0031
653,187,74,6,74,184,184,74,74,74,187,0031
654,74,74,184,184,74,74,74,74,187,74,0031
655,184,184,74,74,74,74,187,74,184,184,0031
656,74,74,238,74,74,187,426,359,359,710,0031
657,426,1564,74,1156,73,504,73,902,359,17,0031
658,44,18,5,3353,217,217,504,184,184,74,0031
659,504,74,74,504,74,187,74,184,187,385,0031
660,607,517,605,187,385,5,184,376,385,376,0031
661,776,607,857,74,605,385,376,187,376,517,0031
662,645,385,943,504,3360,1072,212,1373,1072,74,0031
663,74,20,74,2,15,2617,496,2616,2,771,0031
664,3346,2,187,74,2616,2617,496,771,2,679,0031
665,184,74,184,74,2,31,2594,2634,3684,3614,0031
666,1563,2634,3646,2594,112,74,3631,74,2,2145,0031
667,2145,15,2145,15,4,9,6,2,184,10,0031
668,496,207,39,60,60,69,160,69,60,60,0031
669,39,67,80,15,72,138,112,15,37,24,0031
670,576,133,3,609,31,197,3,133,123,200,0031
671,609,133,133,52,3,5,208,85,3496,1780,0031
672,212,258,212,393,305,3,55,55,55,3,0031
673,55,67,55,55,200,123,197,3525,3502,606,0031
674,1801,709,112,1802,1569,941,55,55,3,200,0031
675,123,197,3609,3476,258,55,55,3,123,55,0031
676,200,197,3489,3404,55,1382,52,55,3,55,0031
677,123,197,200,5,3488,3416,212,212,810,548,0031
678,395,550,768,810,1251,768,55,55,123,200,0031
679,3,106,3638,197,173,296,809,1011,3384,1251,0031
680,550,395,395,3387,643,550,395,217,813,15,0031
681,15,15,15,15,2,3,30,10,33,6,0031
682,9,51,23,55,55,3,123,197,200,55,0031
683,106,106,3398,2609,350,217,350,2096,395,550,0031
684,3507,855,395,9,51,463,2,23,2118,1797,0031
685,1262,773,2139,73,73,733,73,574,2091,244,0031
686,31,853,1790,733,574,73,106,773,3,173,0031
687,15,455,259,112,1785,173,2113,1083,173,1083,0031
688,2090,251,52,128,741,741,1384,741,1384,3620,0031
689,18,1384,741,17,44,22,741,1384,741,421,0031
690,589,773,218,1384,2622,535,417,710,741,22,0031
691,5,67,107,589,741,17,2124,18,741,417,0031
692,5,1073,3649,775,710,1795,775,1795,20,741,0031
693,2,775,710,775,1570,9,88,13,3,38,0031
694,238,741,24,37,24,10,6,741,1083,238,0031
695,51,23,9,13,9,88,238,3,238,9,0031
696,24,37,24,3,13,238,88,9,2,238,0031
697,88,2,9,4,3,13,238,88,39,254,0031
698,9,23,238,9,24,37,24,238,88,13,0031
699,3,9,15,72,238,51,6,9,9,13,0031
700,9,88,3,238,39,39,238,9,24,37,0031
701,2,13,88,3,9,238,4,463,72,2,0031
702,15,15,24,37,24,24,3308,3659,1014,1566,0031
703,1803,2116,2144,1014,352,2144,44,17,18,352,0031
704,1803,15,22,352,15,352,352,352,1014,352,0031
705,352,352,352,352,352,3622,106,1803,2144,3672,0031
706,352,106,343,5,67,610,22,5,2116,2619,0031
707,67,342,203,52,2619,107,2116,1803,85,85,0031
708,218,85,20,46,85,149,22,2,88,38,0031
709,238,13,3,6,10,1804,359,426,359,426,0031
710,74,1013,98,52,426,359,1564,1156,15,211,0031
711,359,5,426,98,812,296,237,85,359,455,0031
712,1564,73,902,1782,31,1554,1008,734,5,80,0031
713,902,73,1008,359,17,5,18,3352,212,1155,0031
714,1557,851,606,1259,504,504,359,359,359,359,0031
715,504,74,504,590,74,504,88,13,238,3,0031
716,1081,1385,1081,1385,2126,2582,1247,1385,15,326,0031
717,1081,1385,87,17,18,73,130,87,22,53,0031
718,73,251,342,5,259,326,854,15,251,246,0031
719,326,128,342,3365,562,562,674,606,606,415,0031
720,1081,1081,174,20,2,74,359,426,359,426,0031
721,710,1156,1564,504,775,73,214,1570,73,1073,0031
722,18,5,17,3354,350,504,22,350,1079,504,0031
723,80,710,74,504,238,13,88,6,3,10,0031
724,2,31,133,3,31,609,200,197,123,609,0031
725,133,901,901,901,174,3,174,55,123,55,0031
726,197,173,106,2119,173,106,3639,193,197,123,0031
727,55,343,192,293,2103,55,3393,3569,606,856,0031
728,856,212,855,1155,1557,55,418,4,10,21,0031
729,4,27,4,4,27,10,21,30,10,9,0031
730,6,4,9,3,4,33,6,43,55,123,0031
731,197,55,342,203,3593,4,4,9,33,3,0031
732,418,4,10,21,4,27,10,21,27,4,0031
733,30,6,30,9,4,10,9,3,9,4,0031
734,51,33,4,9,4,51,23,4,9,6,0031
735,4,33,43,23,3,133,609,31,200,123,0031
736,197,262,55,3,55,55,197,123,106,106,0031
737,3640,173,1562,173,5,3492,3526,2131,550,395,0031
738,1154,217,227,1158,551,1794,1806,4,10,4,0031
739,30,6,9,3,10,4,33,4,30,3,0031
740,6,9,33,4,9,30,3,33,4,4,0031
741,33,9,4,6,3,30,3,609,133,123,0031
742,3,31,200,197,262,609,133,1550,393,55,0031
743,55,3,55,123,197,106,343,3643,128,2123,0031
744,106,245,2119,173,173,237,3442,55,3,55,0031
745,123,197,293,333,55,3534,603,415,3465,548,0031
746,2599,548,2599,217,810,55,3,123,197,106,0031
747,2122,173,3368,258,173,55,3,55,123,197,0031
748,55,3,55,197,123,342,193,203,5,55,0031
749,3591,3535,415,227,227,1245,601,856,1245,217,0031
750,55,212,197,55,123,3,3608,415,366,939,0031
751,939,55,55,55,3431,3,55,550,855,55,0031
752,123,197,3386,55,3,55,123,197,3581,395,0031
753,3444,550,366,603,548,674,43,3,55,123,0031
754,197,55,3376,3454,55,3,55,123,197,3420,0031
755,1387,897,939,55,3,123,55,197,55,3,0031
756,55,123,197,55,3572,258,3540,55,258,123,0031
757,3,55,197,3606,1780,1780,258,258,217,55,0031
758,55,3658,55,3,123,197,2100,2101,2100,2101,0031
759,55,3377,217,2100,2101,55,123,3,55,197,0031
760,39,39,254,39,39,650,3,31,781,192,0033
761,31,241,2,6,3,2,2,6,3,2,0033
762,241,241,43,241,2,2,3754,2,2176,2176,0033
763,241,2,2,2,62,54,86,142,54,62,0033
764,2,54,142,54,62,241,2,2,2176,3,0033
765,241,2,1594,2,1594,2,18,44,1594,6,0033
766,3739,1594,6,17,5,6,17,10,1594,6,0033
767,10,241,2,2,2,42,35,42,29,2,0033
768,35,629,29,6,35,42,35,629,42,29,0033
769,6,42,29,35,35,35,29,42,47,42,0033
770,48,48,48,42,29,35,47,47,48,42,0033
771,29,35,47,48,29,48,47,35,42,3,0033
772,2,2,2,42,864,864,2697,241,2700,2697,0033
773,2700,864,864,864,864,864,864,864,864,864,0033
774,864,864,39,3,31,650,781,31,241,3,0033
775,61,61,61,549,549,61,61,2,41,6,0033
776,3,6,2,3,62,54,2,62,86,54,0033
777,142,2,86,54,62,62,142,54,62,86,0033
778,2,88,54,142,2,62,1584,2,1265,1584,0033
779,2,1576,1265,608,81,43,5,2,1584,1265,0033
780,1576,2,88,2,2,2,88,2,2,2,0033
781,2,650,3,31,241,31,2161,41,41,82,0033
782,82,39,41,41,865,165,865,82,2155,865,0033
783,865,45,45,99,2155,45,156,71,865,156,0033
784,45,97,186,45,778,39,865,2645,159,2155,0033
785,865,43,2645,865,99,97,97,45,41,99,0033
786,45,865,229,71,71,241,2,6,3,2,0033
787,6,3,2,42,35,29,42,2,744,29,0033
788,35,35,29,29,35,29,35,42,42,88,0033
789,2,2,1265,1584,2,1576,608,464,2,1265,0033
790,1584,464,5,1576,2,1265,1576,1265,2,2,0033
791,88,58,136,31,3,58,136,2,2,820,0033
792,820,820,820,2,241,2,2,2,2,241,0033
793,3,241,2,2,2,117,90,108,31,2,0033
794,384,90,1278,108,591,44,90,102,591,18,0033
795,22,5,17,591,90,20,20,591,117,5,0033
796,108,117,18,17,2,2,58,58,2,58,0033
797,2,2,58,2,58,611,2,353,652,611,0033
798,907,353,3,683,353,552,611,743,3,2,0033
799,2,36,2,157,3,36,105,452,1172,105,0033
800,2167,452,36,18,1172,17,2167,44,76,711,0033
801,2175,76,1172,76,2175,520,36,475,711,814,0033
802,475,1157,3,475,246,170,170,105,2677,2677,0033
803,2,2,2678,2678,2,2,1413,1413,2,2,0033
804,241,2,2,2,58,58,2,1084,1084,1084,0033
805,2191,3756,958,1084,2160,2160,241,254,39,39,0033
806,241,3,2161,41,41,82,82,41,82,45,0033
807,165,865,45,865,97,865,71,45,99,97,0033
808,159,41,778,229,45,865,39,767,650,3,0033
809,781,31,192,31,31,241,2,3,6,3,0033
810,3,6,2,1834,1171,2168,44,3706,2,1834,0033
811,1171,22,2168,249,1834,17,3731,18,1171,5,0033
812,1171,2168,1834,5,211,1833,3696,1171,211,5,0033
813,1587,211,5,1171,22,5,1171,22,1587,1833,0033
814,1833,5,2656,3735,1171,43,2,81,2,2,0033
815,17,5,6,10,20,10,6,20,22,5,0033
816,17,6,20,2,5,5,17,6,20,5,0033
817,6,17,20,2,168,168,168,168,2,3,0033
818,25,168,2,25,3,168,207,6,10,207,0033
819,6,3,77,207,77,3,168,814,814,1266,0033
820,1266,1266,814,475,475,1266,475,1266,1266,1266,0033
821,475,2150,3,475,475,814,475,475,199,2150,0033
822,475,2150,199,168,2659,2659,168,168,6,20,0033
823,6,22,17,5,20,168,168,2,1379,54,0033
824,142,142,1379,54,2,2,4,6,2,4,0033
825,3,10,3,3,4,21,6,1394,27,27,0033
826,1394,21,10,6,9,30,3,4,33,4,0033
827,33,4,9,30,9,6,6,23,4,4,0033
828,9,9,10,21,4,27,1394,4,9,4,0033
829,27,1394,9,10,21,4,21,10,3,23,0033
830,6,9,866,1399,866,866,866,866,39,2,0033
831,2,650,3,781,31,2,6,3,3,6,0033
832,241,31,2,3,2,2,132,61,313,61,0033
833,93,147,247,487,279,247,487,256,428,22,0033
834,487,428,44,132,22,5,22,41,17,422,0033
835,256,566,540,132,279,300,71,164,241,22,0033
836,182,164,310,167,161,149,41,20,182,161,0033
837,71,22,20,41,18,5,631,41,132,41,0033
838,147,93,313,540,22,279,422,1023,279,300,0033
839,22,5,17,132,654,5,71,41,5,22,0033
840,20,162,165,71,654,162,99,507,82,41,0033
841,165,82,45,162,654,71,99,162,82,41,0033
842,165,162,45,162,162,82,97,186,41,97,0033
843,159,654,71,41,46,165,95,248,162,162,0033
844,41,162,82,45,216,95,97,248,159,46,0033
845,5,18,210,147,162,156,507,156,147,71,0033
846,41,71,45,162,162,229,5,95,466,43,0033
847,81,650,3,781,31,241,31,3,1825,168,0033
848,168,6,3,43,2,81,2,6,168,2,0033
849,2,3,2,168,2,2,2,2,254,2,0033
850,2,2,814,475,475,2,475,1157,199,475,0033
851,475,2,2,58,31,3,58,136,58,2,0033
852,2,2,2,2,713,713,647,31,1405,1407,0033
853,713,1405,2156,1405,713,1405,647,713,1407,1407,0033
854,2,1409,2,1409,3,1409,1409,1409,2,1409,0033
855,2,2196,2,2196,2196,2,103,1829,1829,103,0033
856,3,5,1829,1829,58,3,3,58,3,58,0033
857,3,58,168,168,168,313,61,93,132,313,0033
858,147,61,147,247,61,898,428,256,422,44,0033
859,428,422,132,256,18,17,22,5,566,61,0033
860,132,22,300,5,22,394,300,5,394,394,0033
861,394,20,22,149,20,71,654,41,41,82,0033
862,82,41,46,41,162,165,507,45,162,82,0033
863,99,162,45,45,97,186,41,97,95,216,0033
864,95,394,46,58,3,58,58,58,58,58,0033
865,58,58,159,162,162,58,3,248,97,147,0033
866,58,3,71,71,3,58,58,45,162,3,0033
867,58,58,147,58,3,58,3,58,58,3,0033
868,229,162,58,3,99,58,3,58,58,45,0033
869,162,205,45,3,58,3,58,58,3,58,0033
870,58,58,3,58,3,58,205,58,58,3,0033
871,58,3,2,45,162,205,162,2,58,3,0033
872,58,3,58,58,3699,45,205,162,58,3,0033
873,58,58,3,58,3,58,3,58,2,71,0033
874,71,45,162,162,2,2,1839,31,44,266,0033
875,1839,18,5,17,31,58,3,3,58,136,0033
876,58,1839,17,5,18,45,162,205,1839,17,0033
877,5,18,3,58,31,136,58,136,58,58,0033
878,58,58,58,58,58,58,31,3,136,58,0033
879,58,162,205,45,3,31,58,136,3,58,0033
880,58,58,3,31,58,136,58,162,45,45,0033
881,162,58,58,3,31,136,58,205,45,162,0033
882,3,31,58,136,58,58,45,162,205,3,0033
883,58,31,136,58,58,3,31,58,136,58,0033
884,58,3,136,31,58,205,45,162,162,205,0033
885,45,205,162,45,205,136,3,31,58,136,0033
886,58,58,45,162,205,31,3,58,58,3,0033
887,136,58,147,71,45,95,162,507,45,507,0033
888,162,650,3,781,31,31,241,2,2,3,0033
889,6,3,6,2,2,1021,31,1021,1276,2,0033
890,3,2,1835,513,87,542,554,554,2668,2671,0033
891,5,2672,2669,3727,1024,31,2670,554,2667,2673,0033
892,2669,2671,3726,5,2667,2672,2668,2673,2670,3,0033
893,651,22,1024,2,554,20,5,746,554,39,0033
894,554,3,20,651,554,5,2,554,5,3,0033
895,2,746,87,554,554,2,3,2,651,5,0033
896,554,5,20,2,61,132,3,61,313,93,0033
897,279,428,132,256,147,61,247,313,746,422,0033
898,132,22,487,300,428,44,256,5,18,300,0033
899,566,44,17,487,41,487,22,5,132,5,0033
900,279,554,554,43,554,651,5,3,2,554,0033
901,5,554,554,20,651,3,2,5,554,5,0033
902,554,554,651,5,3,2,554,542,20,554,0033
903,542,554,554,540,3,5,651,5,554,2,0033
904,71,20,654,41,41,82,279,82,41,41,0033
905,165,507,162,45,162,82,99,45,2,97,0033
906,186,162,41,97,216,95,95,159,162,2,0033
907,97,162,2,3700,162,2,2,3748,2,248,0033
908,2,2,147,71,71,45,162,147,39,205,0033
909,162,162,45,45,162,205,162,3,2,553,0033
910,2,553,2,2166,31,553,2159,2159,17,344,0033
911,2646,44,553,18,2193,2663,192,2693,205,45,0033
912,162,2,2,205,71,71,147,45,162,45,0033
913,205,2692,650,3,781,31,31,241,3,2,0033
914,3,6,2,2,3,6,43,81,39,2,0033
915,2,42,42,2,35,29,35,29,29,29,0033
916,35,42,29,29,35,42,47,48,29,29,0033
917,48,47,48,35,42,47,48,29,29,35,0033
918,47,48,47,42,29,35,48,48,29,35,0033
919,47,29,47,42,48,29,35,47,48,47,0033
920,35,42,48,29,29,48,29,35,47,35,0033
921,29,48,47,47,47,42,48,35,29,47,0033
922,35,29,48,47,42,35,35,48,47,35,0033
923,47,35,29,48,47,42,35,29,29,48,0033
924,47,35,47,42,29,35,48,47,47,29,0033
925,35,47,48,29,35,47,48,42,29,35,0033
926,47,48,48,35,29,42,47,48,48,47,0033
927,35,29,42,29,48,47,29,48,35,42,0033
928,47,29,35,47,48,48,29,42,47,35,0033
929,48,47,47,47,42,35,48,29,48,47,0033
930,47,48,29,48,29,35,29,42,47,48,0033
931,35,47,29,47,47,48,42,29,35,35,0033
932,29,47,48,47,35,42,47,29,47,29,0033
933,35,48,29,48,42,47,35,35,47,29,0033
934,35,47,42,48,29,35,29,47,35,48,0033
935,35,48,29,29,47,42,29,35,48,47,0033
936,48,35,29,35,42,47,29,35,47,29,0033
937,48,42,42,48,29,47,35,48,29,47,0033
938,48,29,47,42,35,48,42,29,35,47,0033
939,48,47,42,29,48,35,48,47,35,29,0033
940,35,47,48,29,29,47,48,42,35,47,0033
941,47,42,48,35,29,48,47,29,35,35,0033
942,48,47,42,29,48,47,29,35,42,42,0033
943,29,48,35,47,29,47,48,35,48,29,0033
944,35,47,48,47,48,42,35,29,29,35,0033
945,47,29,48,42,35,3,2,2,2,2,0033
946,2,687,3702,3732,3750,39,650,3,31,781,0033
947,31,241,3,2,3,6,2,6,3,2,0033
948,132,2,61,61,147,313,93,247,898,428,0033
949,61,44,22,18,256,247,17,132,22,300,0033
950,132,5,422,566,540,41,149,22,300,5,0033
951,71,132,654,241,41,20,394,41,82,149,0033
952,394,394,82,41,41,394,165,507,162,45,0033
953,20,22,162,82,46,99,45,97,394,186,0033
954,45,41,95,159,97,248,216,97,162,241,0033
955,162,2,2,46,39,162,162,45,2,81,0033
956,43,46,241,45,162,394,162,45,205,241,0033
957,955,2190,955,229,205,45,162,955,205,205,0033
958,205,205,205,205,241,229,205,507,45,955,0033
959,205,205,39,45,205,162,205,650,31,3,0033
960,241,31,39,39,43,254,650,3,31,192,0033
961,781,31,241,3,2,3,6,6,3,2,0033
962,241,767,81,43,39,241,2,3,3,2,0033
963,2,2189,2,2189,1092,1092,2189,1169,1092,1169,0033
964,1092,1169,1169,1092,1092,1169,1169,1092,1169,1092,0033
965,1169,1092,2,150,2,150,76,150,1581,76,0033
966,520,520,76,76,76,150,150,76,150,210,0033
967,150,150,76,150,150,150,150,76,76,520,0033
968,2,76,2,61,313,132,428,93,61,313,0033
969,147,247,256,898,422,132,17,5,422,44,0033
970,22,256,18,132,566,41,540,5,132,300,0033
971,5,300,22,20,71,654,149,241,41,41,0033
972,394,82,82,20,41,41,165,162,45,162,0033
973,82,507,99,45,45,97,186,162,41,97,0033
974,95,159,95,216,248,97,162,22,955,2190,0033
975,241,955,955,229,45,162,955,45,162,162,0033
976,99,650,3,31,241,31,2,2,6,3,0033
977,2,6,3,2,2,1411,1411,908,908,241,0033
978,908,908,908,908,908,2148,1579,1819,118,118,0033
979,118,908,118,118,118,118,118,118,118,118,0033
980,118,118,118,118,118,908,908,118,43,118,0033
981,118,118,118,118,118,118,118,118,118,118,0033
982,118,118,118,118,118,118,118,118,118,39,0033
983,118,118,118,118,118,118,118,118,118,118,0033
984,118,118,118,118,118,118,118,118,118,118,0033
985,118,118,118,118,118,118,118,118,118,118,0033
986,118,118,118,118,118,118,118,118,118,118,0033
987,118,118,118,118,118,118,118,118,118,908,0033
988,118,118,118,118,118,118,118,118,118,118,0033
989,118,118,118,118,118,118,118,118,118,118,0033
990,118,118,118,118,118,118,118,118,118,118,0033
991,118,118,118,118,118,118,118,118,118,118,0033
992,118,118,118,118,1819,118,118,118,118,118,0033
993,1579,118,2148,1579,118,118,118,908,168,1825,0033
994,168,168,168,2201,2201,2201,168,1396,1396,1396,0033
995,1396,168,1396,1396,1599,427,1599,168,31,31,0033
996,427,1599,427,1832,31,2183,2183,2183,427,427,0033
997,427,1832,1599,427,1832,427,427,427,427,427,0033
998,427,427,427,427,427,427,427,427,427,427,0033
999,427,427,427,427,427,427,427,427,427,427,0033
1000,427,427,427,427,168,168,168,39,351,351,0033
1001,505,241,168,42,168,35,42,35,29,35,0033
1002,77,35,42,77,29,35,29,35,35,29,0033
1003,29,77,35,29,42,35,29,29,35,42,0033
1004,121,29,126,42,35,121,126,29,35,121,0033
1005,126,126,126,121,77,42,29,35,126,121,0033
1006,121,35,126,121,42,35,29,126,77,29,0033
1007,35,29,42,77,29,35,35,42,77,29,0033
1008,29,77,35,42,29,35,35,77,29,42,0033
1009,47,48,47,48,47,48,48,47,42,77,0033
1010,35,29,48,47,29,35,77,47,48,42,0033
1011,48,47,42,77,29,35,47,29,47,48,0033
1012,35,29,42,77,35,47,29,48,29,47,0033
1013,48,47,35,42,77,29,47,35,48,29,0033
1014,29,77,35,48,47,47,42,29,29,48,0033
1015,35,47,42,77,29,48,42,77,47,48,0033
1016,35,42,121,126,35,29,314,48,121,29,0033
1017,48,121,35,47,126,314,42,77,35,77,0033
1018,314,29,47,42,121,35,126,48,35,121,0033
1019,47,48,42,77,42,47,29,126,48,121,0033
1020,35,29,126,47,48,77,126,42,29,35,0033
1021,47,48,77,42,121,126,121,29,77,121,0033
1022,42,126,35,48,29,35,42,77,121,35,0033
1023,35,47,121,48,29,126,47,35,121,35,0033
1024,47,314,48,35,121,126,42,77,48,47,0033
1025,121,48,126,48,47,35,29,77,121,42,0033
1026,48,47,29,126,35,121,126,29,42,126,0033
1027,35,48,47,77,121,29,48,35,47,77,0033
1028,29,29,35,42,48,47,48,47,29,35,0033
1029,48,48,77,47,29,77,42,48,29,35,0033
1030,47,35,48,42,47,77,29,47,77,48,0033
1031,35,42,29,29,48,47,35,77,47,48,0033
